case_id,item_code,unit_id,condition,condition_name,variant,model,thinking_mode,temperature,baseline_temperature,same_temperature_baseline_available,transition_type,baseline_label,current_label,transition,confidence,confidence_change,margin_1_vs_9,probe_selected_label,probe_margin_1_9,probe_margin_1_0,probe_margin_9_0,natural_probe_label_match,natural_probability_status,probe_probability_status,status
CASE_149,B4,UNIT_030,visibility/visibility_explicit,visibility,visibility_explicit,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,1,1->1,0.8,0.0,7.59658835904,9,0.5491202,8.5317507,7.982630500000001,False,available,available,ok
CASE_149,B4,UNIT_030,visibility/visibility_explicit,visibility,visibility_explicit,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,1,1->1,0.7,0.0,,1,,36.0,,True,available,available,ok
CASE_157,B1,UNIT_031,evidence_chain/broken_chain,evidence_chain,broken_chain,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.6,0.0,-4.014968982,9,-2.0012720400000004,8.2123782,10.21365024,True,available,available,ok
CASE_157,B1,UNIT_031,evidence_chain/broken_chain,evidence_chain,broken_chain,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,,9,-49.5,,,True,available,available,ok
CASE_157,B1,UNIT_031,evidence_chain/complete_chain,evidence_chain,complete_chain,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.6,0.0,-4.763957553,9,-1.94989337,5.4808485000000005,7.43074187,True,available,available,ok
CASE_157,B1,UNIT_031,evidence_chain/complete_chain,evidence_chain,complete_chain,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,,9,,,,True,available,available,ok
CASE_157,B1,UNIT_031,organization/concentrated,organization,concentrated,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.6,0.0,-4.3786622369999995,9,-1.0716846999999998,8.851558500000001,9.9232432,True,available,available,ok
CASE_157,B1,UNIT_031,organization/concentrated,organization,concentrated,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-48.0,9,-43.0,,,True,available,available,ok
CASE_157,B1,UNIT_031,organization/scattered,organization,scattered,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,1,9->1,0.6,0.0,-0.32683233999999994,9,-1.9899912299999998,5.476352400000001,7.466343630000001,False,available,available,ok
CASE_157,B1,UNIT_031,organization/scattered,organization,scattered,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,,9,-44.25,,,True,available,available,ok
CASE_157,B1,UNIT_031,polarity/polarity_clarified,polarity,polarity_clarified,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,1,9->1,0.6,0.0,2.797448435,9,-3.163844616,9.590039299999999,12.753883916,False,available,available,ok
CASE_157,B1,UNIT_031,polarity/polarity_clarified,polarity,polarity_clarified,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-31.25,9,-14.749999642372131,,,True,available,available,ok
CASE_157,B1,UNIT_031,visibility/visibility_explicit,visibility,visibility_explicit,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.6,0.0,-3.806305157,9,-3.297435282,5.923325700000001,9.220760982000002,True,available,available,ok
CASE_157,B1,UNIT_031,visibility/visibility_explicit,visibility,visibility_explicit,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-35.5,9,-37.5,,,True,available,available,ok
CASE_187,B4,UNIT_038,evidence_chain/broken_chain,evidence_chain,broken_chain,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,9,1->9,0.5,-0.19999999999999996,-13.565587470057501,9,-8.00887022305,6.797131,14.80600122305,True,available,available,ok
CASE_187,B4,UNIT_038,evidence_chain/broken_chain,evidence_chain,broken_chain,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-24.375,9,-21.25,1.5,22.75,True,available,available,ok
CASE_187,B4,UNIT_038,evidence_chain/complete_chain,evidence_chain,complete_chain,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,9,1->9,0.5,-0.19999999999999996,-1.3023704,9,-5.6855122985,3.9897539999999996,9.6752662985,True,available,available,ok
CASE_187,B4,UNIT_038,evidence_chain/complete_chain,evidence_chain,complete_chain,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,0.0,9,-9.499924182891846,4.25,13.749924182891846,True,available,available,ok
CASE_187,B4,UNIT_038,organization/concentrated,organization,concentrated,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,1,1->1,0.7,0.0,-1.1785671299999998,1,-1.9811086100000002,5.748340300000001,7.72944891,True,available,available,ok
CASE_187,B4,UNIT_038,organization/concentrated,organization,concentrated,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-3.00048828125,9,-9.249904155731201,9.5,18.7499041557312,True,available,available,ok
CASE_187,B4,UNIT_038,organization/scattered,organization,scattered,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,1,1->1,0.7,0.0,0.7523781600000001,9,-7.1393259462000005,4.1803740000000005,11.3196999462,False,available,available,ok
CASE_187,B4,UNIT_038,organization/scattered,organization,scattered,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,1,9->1,0.8,0.30000000000000004,,9,-6.24951171875,-2.75,3.49951171875,False,available,available,ok
CASE_187,B4,UNIT_038,polarity/polarity_clarified,polarity,polarity_clarified,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,9,1->9,0.5,-0.19999999999999996,-12.7788437813544,9,-15.9174354039537,-1.2423390000000012,14.675096403953699,True,available,available,ok
CASE_187,B4,UNIT_038,polarity/polarity_clarified,polarity,polarity_clarified,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,1,9->1,0.7,0.19999999999999996,,9,-27.625,0.5,28.125,False,available,available,ok
CASE_187,B4,UNIT_038,visibility/visibility_explicit,visibility,visibility_explicit,deepseek,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,1,9,1->9,0.5,-0.19999999999999996,-13.870970046326141,9,-14.852660966676499,-2.9415129999999987,11.9111479666765,True,available,available,ok
CASE_187,B4,UNIT_038,visibility/visibility_explicit,visibility,visibility_explicit,seed,disabled,0.35,0,False,temperature0_base_to_temperature035_diagnostic_reference,9,9,9->9,0.5,0.0,-6.748832702636719,9,-19.5,5.5,25.0,True,available,available,ok
